,titre,marque,modele,annee,kilometrage,boite_vitesse,carburant,prix
12,MITSUBISHI SPACE STAR II phase 2,MITSUBISHI,1.2 MIVEC 71 RED LINE EDITION,2024,11 km,Automatique,Essence,18 690 €
13,MITSUBISHI SPACE STAR II phase 2,MITSUBISHI,1.2 MIVEC 71 RED LINE EDITION,2024,11 km,Automatique,Essence,20 100 €
14,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 INTENSE,2021,77 980 km,Automatique,Hybrides,33 840 €
15,MITSUBISHI ECLIPSE CROSS,MITSUBISHI,1.5 MIVEC 163 BLACK COLLECTION,2021,107 168 km,Manuelle,Essence,19 700 €
16,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INSTYLE,2024,11 km,Automatique,Hybrides,44 120 €
0,MITSUBISHI OUTLANDER III,MITSUBISHI,2.2 DI-D 150 INTENSE NAVI,2014,144 930 km,Manuelle,Diesel,18 010 €
1,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INTENSE DESIGN,2024,24 910 km,Automatique,Hybrides,40 150 €
2,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.2 DI-D 150 INTENSE NAVI,2018,84 906 km,Manuelle,Diesel,25 070 €
3,MITSUBISHI ASX phase 2,MITSUBISHI,1.6 MIVEC 117 BLACK COLLECTION,2020,29 085 km,Manuelle,Essence,20 210 €
4,MITSUBISHI PAJERO III,MITSUBISHI,3.2 DI-D 165 EXCEED,2004,327 600 km,Automatique,Diesel,17 540 €
5,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 BUSINESS,2023,30 276 km,Automatique,Hybrides,38 860 €
6,MITSUBISHI OUTLANDER III,MITSUBISHI,2.2 DI-D 150 INTENSE NAVI,2014,165 736 km,Manuelle,Diesel,16 360 €
7,MITSUBISHI SPACE STAR II phase 2,MITSUBISHI,1.2 MIVEC 71 RED LINE EDITION,2023,10 858 km,Manuelle,Essence,15 580 €
8,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INTENSE,2023,18 910 km,Automatique,Hybrides,37 800 €
9,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 BUSINESS,2021,76 624 km,Automatique,Hybrides,27 800 €
10,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INSTYLE,2023,17 236 km,Automatique,Hybrides,40 580 €
11,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 BUSINESS,2020,165 800 km,Automatique,Hybrides,22 170 €
12,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 PHEV 188 INVITE,2022,51 002 km,Automatique,Hybrides,33 510 €
13,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INTENSE STYLE,2022,47 355 km,Automatique,Hybrides,40 570 €
14,MITSUBISHI ASX II,MITSUBISHI,1.6 MPI 143 INTENSE,2024,5 350 km,Automatique,Hybrides,34 220 €
15,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 240 INSTYLE,2019,84 004 km,Automatique,Hybrides,34 130 €
16,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 240 INSTYLE,2019,116 008 km,Automatique,Hybrides,31 990 €
0,MITSUBISHI LANCER EVOLUTION,MITSUBISHI,2.0 280,2008,13 km,Manuelle,Essence,74 980 €
1,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INTENSE EDITION,2023,15 899 km,Automatique,Hybrides,34 110 €
2,MITSUBISHI SPACE STAR II phase 2,MITSUBISHI,1.0 MIVEC 71,2020,29 553 km,Manuelle,Essence,8 910 €
3,MITSUBISHI ASX II,MITSUBISHI,1.0 91 BUSINESS,2024,12 km,Manuelle,Essence,30 140 €
4,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INTENSE DESIGN,2024,5 500 km,Automatique,Hybrides,39 140 €
5,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INSTYLE,2022,8 400 km,Automatique,Hybrides,49 780 €
6,MITSUBISHI SPACE STAR II phase 2,MITSUBISHI,1.2 MIVEC 71 INFORM,2024,11 km,Manuelle,Essence,15 000 €
7,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INTENSE DESIGN,2024,115 km,Automatique,Hybrides,45 510 €
8,MITSUBISHI SPACE STAR II phase 2,MITSUBISHI,1.2 MIVEC 71 RED LINE EDITION,2024,12 km,Manuelle,Essence,18 890 €
9,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 BUSINESS,2021,79 487 km,Automatique,Hybrides,32 380 €
10,MITSUBISHI ASX II,MITSUBISHI,1.6 MPI 94 INTENSE,2024,12 km,Automatique,Hybrides,41 740 €
11,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 PHEV 188 INTENSE,2023,15 960 km,Automatique,Hybrides,35 320 €
12,MITSUBISHI SPACE STAR II phase 2,MITSUBISHI,1.2 MIVEC 80 INTENSE NAVI CONNECT,2018,50 000 km,Manuelle,Essence,10 620 €
13,MITSUBISHI ASX phase 2,MITSUBISHI,1.6 MIVEC 117 INVITE STYLE,2021,38 535 km,Manuelle,Essence,20 430 €
14,MITSUBISHI PAJERO III phase 2,MITSUBISHI,3.2 DI-D 200 INFORM,2013,84 680 km,Manuelle,Diesel,17 400 €
15,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 BUSINESS,2019,33 436 km,Automatique,Hybrides,26 650 €
16,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.2 DI-D 150 BLACK COLLECTION,2019,124 950 km,Manuelle,Diesel,24 390 €
0,MITSUBISHI ASX phase 2,MITSUBISHI,1.8 DI-D 150 INSTYLE,2013,318 410 km,Manuelle,Diesel,6 540 €
1,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 INSTYLE,2018,65 720 km,Automatique,Hybrides,23 320 €
2,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 BUSINESS,2021,65 720 km,Automatique,Hybrides,29 630 €
3,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 INTENSE,2019,124 200 km,Automatique,Hybrides,21 580 €
4,MITSUBISHI PAJERO III,MITSUBISHI,3.2 DI-D 160 ELEGANCE,2005,334 158 km,Automatique,Diesel,10 980 €
5,MITSUBISHI L200 III phase 2,MITSUBISHI,2.5 TD GLS,2001,319 991 km,Manuelle,Diesel,9 030 €
6,MITSUBISHI L200 III,MITSUBISHI,2.4 181 INSTYLE,2018,106 657 km,Automatique,Diesel,31 620 €
7,MITSUBISHI L200 III,MITSUBISHI,2.4 181 INSTYLE,2019,123 579 km,Automatique,Diesel,29 480 €
8,MITSUBISHI L200 III,MITSUBISHI,2.3 DI-D 150 INTENSE,2023,30 580 km,Manuelle,Diesel,34 540 €
9,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.0 PHEV 203 INSTYLE,2019,97 228 km,Automatique,Hybrides,27 600 €
10,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 BUSINESS,2020,74 779 km,Automatique,Hybrides,25 070 €
11,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INSTYLE,2023,13 202 km,Automatique,Hybrides,37 080 €
12,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 INTENSE,2021,69 600 km,Automatique,Hybrides,30 100 €
13,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 INTENSE,2021,62 595 km,Automatique,Hybrides,30 400 €
14,MITSUBISHI ASX II,MITSUBISHI,1.6 MPI 159 INSTYLE,2024,6 027 km,Manuelle,Hybrides,47 950 €
15,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INTENSE DESIGN,2023,14 605 km,Automatique,Hybrides,43 900 €
16,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 240 INTENSE,2019,61 375 km,Automatique,Hybrides,27 230 €
0,MITSUBISHI SPACE STAR 2,MITSUBISHI,1.0 MIVEC 71CH,2020,132 376 km,Manuelle,Essence,11 170 €
1,MITSUBISHI L200 III,MITSUBISHI,2.3 DI-D 150 INTENSE,2023,70 704 km,Manuelle,Diesel,35 070 €
2,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INTENSE DESIGN,2023,9 600 km,Automatique,Hybrides,47 980 €
3,MITSUBISHI ASX phase 2,MITSUBISHI,1.8 DI-D 150 INTENSE,2014,92 636 km,Manuelle,Diesel,13 510 €
4,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.0 PHEV 203 INTENSE,2020,71 920 km,Automatique,Hybrides,26 730 €
5,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 BUSINESS,2024,13 km,Automatique,Hybrides,46 230 €
6,MITSUBISHI ASX II,MITSUBISHI,1.3 MHEV 140 INTENSE,2024,12 km,Manuelle,Essence,36 880 €
7,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INTENSE DESIGN,2024,4 840 km,Automatique,Hybrides,48 380 €
8,MITSUBISHI L200 III,MITSUBISHI,2.3 DI-D 150 INTENSE,2023,49 539 km,Manuelle,Diesel,37 330 €
9,MITSUBISHI ASX phase 2,MITSUBISHI,1.8 DI-D 115 INTENSE,2016,193 000 km,Manuelle,Diesel,11 430 €
10,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.2 DI-D 150 INTENSE NAVI,2017,161 238 km,Manuelle,Diesel,21 230 €
11,MITSUBISHI CANTER,MITSUBISHI,3C15 EMPATTEMENT 28,2024,5 350 km,Manuelle,Diesel,45 900 €
12,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 PHEV 188 INSTYLE,2023,6 000 km,Automatique,Hybrides,50 380 €
13,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 INSTYLE,2020,50 295 km,Automatique,Hybrides,28 240 €
14,MITSUBISHI OUTLANDER III,MITSUBISHI,2.2 DI-D 177 INSTYLE,2014,211 694 km,Manuelle,Diesel,16 700 €
15,MITSUBISHI CANTER,MITSUBISHI,3C15 EMPATTEMENT 28 COFFRE,2023,12 km,Manuelle,Diesel,43 540 €
16,MITSUBISHI I-MIEV,MITSUBISHI,69ch 16kWh S,2016,88 021 km,Automatique,Électrique,8 940 €
0,MITSUBISHI OUTLANDER III,MITSUBISHI,2.2 DI-D 150 INTENSE NAVI,2014,144 930 km,Manuelle,Diesel,18 010 €
1,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 240 BUSINESS,2019,107 625 km,Automatique,Hybrides,28 270 €
2,MITSUBISHI SPACE STAR II phase 2,MITSUBISHI,1.0 MIVEC 71 IN,2021,990 km,Manuelle,Essence,10 430 €
3,MITSUBISHI ASX II,MITSUBISHI,1.6 MPI 143 INTENSE,2024,11 km,Automatique,Hybrides,37 620 €
4,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 BUSINESS,2021,58 206 km,Automatique,Hybrides,26 620 €
5,MITSUBISHI CANTER,MITSUBISHI,3C15 EMPATTEMENT 28 COFFRE,2023,12 km,Manuelle,Diesel,42 430 €
6,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INSTYLE,2024,4 060 km,Automatique,Hybrides,46 380 €
7,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.2 DI-D 150 INVITE,2016,157 080 km,Manuelle,Diesel,15 440 €
8,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 BUSINESS,2023,35 235 km,Automatique,Hybrides,40 620 €
9,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 INTENSE,2020,79 650 km,Automatique,Hybrides,28 030 €
10,MITSUBISHI ECLIPSE CROSS phase 2,MITSUBISHI,2.4 MIVEC 98 INVITE,2023,7 700 km,Automatique,Hybrides,34 630 €
11,MITSUBISHI SPACE STAR II phase 2,MITSUBISHI,1.2 MIVEC 71 INFORM,2024,12 km,Manuelle,Essence,16 220 €
12,MITSUBISHI L200 IV,MITSUBISHI,2.5 178 INSTYLE,2013,184 000 km,Automatique,Diesel,20 680 €
13,MITSUBISHI SPACE STAR II phase 2,MITSUBISHI,1.2 MIVEC 80 RED LINE EDITION,2021,42 276 km,Manuelle,Essence,14 980 €
14,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.0 PHEV 203 INSTYLE,2015,158 865 km,Automatique,Hybrides,19 020 €
15,MITSUBISHI SPACE STAR II phase 2,MITSUBISHI,1.0 MIVEC 71 IN,2022,10 488 km,Manuelle,Essence,14 800 €
16,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 INSTYLE,2020,82 106 km,Automatique,Hybrides,27 230 €
0,MITSUBISHI LANCER EVOLUTION,MITSUBISHI,2.0 280,2008,13 km,Manuelle,Essence,74 980 €
1,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 BUSINESS,2021,62 920 km,Automatique,Hybrides,30 230 €
2,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 BUSINESS,2020,36 406 km,Automatique,Hybrides,28 320 €
3,MITSUBISHI ASX phase 2,MITSUBISHI,1.8 DI-D 115 INVITE,2017,128 909 km,Manuelle,Diesel,11 970 €
4,MITSUBISHI OUTLANDER III,MITSUBISHI,2.2 DI-D 150 INTENSE NAVI,2015,139 946 km,Manuelle,Diesel,17 330 €
5,MITSUBISHI OUTLANDER III phase 2,MITSUBISHI,2.4 PHEV 224 INSTYLE,2021,72 275 km,Automatique,Hybrides,33 330 €
6,MITSUBISHI ASX II,MITSUBISHI,1.3 MHEV 140 INTENSE,2024,120 km,Manuelle,Essence,40 420 €
7,MITSUBISHI PAJERO SPORT,MITSUBISHI,2.5 TD 100 GLS,2003,285 264 km,Manuelle,Diesel,7 820 €
8,MITSUBISHI ASX II,MITSUBISHI,1.6 MPI 143 INTENSE,2024,6 km,Manuelle,Hybrides,42 640 €
9,MITSUBISHI L200 II,MITSUBISHI,2.5 TD 178 INTENSE,2011,196 917 km,Manuelle,Diesel,17 690 €
10,MITSUBISHI ASX II,MITSUBISHI,1.6 MPI 143 INTENSE,2024,6 km,Manuelle,Hybrides,39 440 €
11,MITSUBISHI ASX II,MITSUBISHI,1.6 MPI 159 INSTYLE,2024,5 km,Manuelle,Hybrides,46 360 €
12,MITSUBISHI ASX II,MITSUBISHI,1.6 MPI 159 INSTYLE,2024,6 km,Manuelle,Hybrides,50 730 €
13,MITSUBISHI L200 3,MITSUBISHI,III SIMPLE CABINE 2.4DI-D 154 INVITE,2017,221 400 km,Manuelle,Diesel,22 180 €
14,MITSUBISHI L200 III,MITSUBISHI,2.4 181 INTENSE CONNECT,2019,157 410 km,Manuelle,Diesel,25 420 €
15,MITSUBISHI ASX II,MITSUBISHI,1.6 MPI 159 INSTYLE,2024,12 870 km,Manuelle,Hybrides,43 170 €
16,MITSUBISHI ASX phase 2,MITSUBISHI,1.6 DI-D 114 S-STYLE,2017,91 709 km,Manuelle,Diesel,15 840 €
0,NISSAN LEAF II,NISSAN,150ch 40kWh ACENTA,2020,33 154 km,Automatique,Électrique,20 330 €
1,NISSAN NAVARA II,NISSAN,2.3 DCI 160 TEKNA,2018,142 519 km,Manuelle,Diesel,30 840 €
2,NISSAN LEAF 2,NISSAN,150 40KWH TEKNA,2020,35 682 km,Automatique,Électrique,20 500 €
3,NISSAN QASHQAI II phase 2,NISSAN,1.5 DCI 115 TEKNA+,2020,151 130 km,Automatique,Diesel,21 300 €
4,NISSAN JUKE phase 2,NISSAN,1.5 DCI 110 N-CONNECTA,2020,109 312 km,Manuelle,Diesel,15 550 €
5,NISSAN JUKE 2,NISSAN,N-CONNECTA 1.6 HYBRID 143CH AUTOMATIQUE,2024,12 km,Automatique,Hybrides,33 660 €
6,NISSAN JUKE II,NISSAN,1.0 DIG-T 117 TEKNA,2021,52 409 km,Automatique,Essence,25 520 €
7,NISSAN PRIMASTAR,NISSAN,2.0 DCI 130 N-CONNECTA,2023,50 389 km,Manuelle,Diesel,30 110 €
8,NISSAN X-TRAIL IV,NISSAN,1.5 204 TEKNA,2024,6 100 km,Automatique,Hybrides,56 050 €
9,NISSAN LEAF II phase 2,NISSAN,150ch 40kWh BUSINESS,2022,13 500 km,Automatique,Électrique,23 110 €
10,NISSAN MICRA V,NISSAN,1.5 DCI 90 TEKNA,2018,82 594 km,Manuelle,Diesel,13 560 €
11,NISSAN QASHQAI II phase 2,NISSAN,1.5 DCI 115 TEKNA+,2020,71 932 km,Automatique,Diesel,28 040 €
12,NISSAN LEAF 2,NISSAN,150 40KWH TEKNA,2020,33 178 km,Automatique,Électrique,19 060 €
13,NISSAN QASHQAI 3,NISSAN,N-CONNECTA 1.3 DIG-T MHEV 140CH MANUELLE,2023,16 530 km,Manuelle,Hybrides,32 150 €
14,NISSAN NAVARA,NISSAN,2.5 DCI 174 SPORT,2008,239 120 km,Manuelle,Diesel,18 170 €
15,NISSAN X-TRAIL III,NISSAN,1.6 DCI 130 TEKNA,2016,160 102 km,Manuelle,Diesel,15 840 €
16,NISSAN QASHQAI III,NISSAN,1.3 HYBRID 158 TEKNA,2024,1 230 km,Automatique,Essence,45 810 €
0,NISSAN LEAF II,NISSAN,150ch 40kWh ACENTA,2020,33 154 km,Automatique,Électrique,20 330 €
1,NISSAN NAVARA II,NISSAN,2.3 DCI 160 TEKNA,2018,142 519 km,Manuelle,Diesel,30 840 €
2,NISSAN LEAF 2,NISSAN,150 40KWH TEKNA,2020,35 682 km,Automatique,Électrique,20 500 €
3,NISSAN QASHQAI II phase 2,NISSAN,1.5 DCI 115 TEKNA+,2020,151 130 km,Automatique,Diesel,21 300 €
4,NISSAN JUKE phase 2,NISSAN,1.5 DCI 110 N-CONNECTA,2020,109 312 km,Manuelle,Diesel,15 550 €
5,NISSAN JUKE 2,NISSAN,N-CONNECTA 1.6 HYBRID 143CH AUTOMATIQUE,2024,12 km,Automatique,Hybrides,33 660 €
6,NISSAN JUKE II,NISSAN,1.0 DIG-T 117 TEKNA,2021,52 409 km,Automatique,Essence,25 520 €
7,NISSAN PRIMASTAR,NISSAN,2.0 DCI 130 N-CONNECTA,2023,50 389 km,Manuelle,Diesel,30 110 €
8,NISSAN X-TRAIL IV,NISSAN,1.5 204 TEKNA,2024,6 100 km,Automatique,Hybrides,56 050 €
9,NISSAN LEAF II phase 2,NISSAN,150ch 40kWh BUSINESS,2022,13 500 km,Automatique,Électrique,23 110 €
10,NISSAN MICRA V,NISSAN,1.5 DCI 90 TEKNA,2018,82 594 km,Manuelle,Diesel,13 560 €
11,NISSAN QASHQAI II phase 2,NISSAN,1.5 DCI 115 TEKNA+,2020,71 932 km,Automatique,Diesel,28 040 €
12,NISSAN LEAF 2,NISSAN,150 40KWH TEKNA,2020,33 178 km,Automatique,Électrique,19 060 €
13,NISSAN QASHQAI 3,NISSAN,N-CONNECTA 1.3 DIG-T MHEV 140CH MANUELLE,2023,16 530 km,Manuelle,Hybrides,32 150 €
14,NISSAN NAVARA,NISSAN,2.5 DCI 174 SPORT,2008,239 120 km,Manuelle,Diesel,18 170 €
15,NISSAN X-TRAIL III,NISSAN,1.6 DCI 130 TEKNA,2016,160 102 km,Manuelle,Diesel,15 840 €
16,NISSAN QASHQAI III,NISSAN,1.3 HYBRID 158 TEKNA,2024,1 230 km,Automatique,Essence,45 810 €
0,NISSAN LEAF II,NISSAN,150ch 40kWh ACENTA,2020,33 154 km,Automatique,Électrique,20 330 €
1,NISSAN NAVARA II,NISSAN,2.3 DCI 160 TEKNA,2018,142 519 km,Manuelle,Diesel,30 840 €
2,NISSAN LEAF 2,NISSAN,150 40KWH TEKNA,2020,35 682 km,Automatique,Électrique,20 500 €
3,NISSAN QASHQAI II phase 2,NISSAN,1.5 DCI 115 TEKNA+,2020,151 130 km,Automatique,Diesel,21 300 €
4,NISSAN JUKE phase 2,NISSAN,1.5 DCI 110 N-CONNECTA,2020,109 312 km,Manuelle,Diesel,15 550 €
5,NISSAN JUKE 2,NISSAN,N-CONNECTA 1.6 HYBRID 143CH AUTOMATIQUE,2024,12 km,Automatique,Hybrides,33 660 €
6,NISSAN JUKE II,NISSAN,1.0 DIG-T 117 TEKNA,2021,52 409 km,Automatique,Essence,25 520 €
7,NISSAN PRIMASTAR,NISSAN,2.0 DCI 130 N-CONNECTA,2023,50 389 km,Manuelle,Diesel,30 110 €
8,NISSAN X-TRAIL IV,NISSAN,1.5 204 TEKNA,2024,6 100 km,Automatique,Hybrides,56 050 €
9,NISSAN LEAF II phase 2,NISSAN,150ch 40kWh BUSINESS,2022,13 500 km,Automatique,Électrique,23 110 €
10,NISSAN MICRA V,NISSAN,1.5 DCI 90 TEKNA,2018,82 594 km,Manuelle,Diesel,13 560 €
11,NISSAN QASHQAI II phase 2,NISSAN,1.5 DCI 115 TEKNA+,2020,71 932 km,Automatique,Diesel,28 040 €
12,NISSAN LEAF 2,NISSAN,150 40KWH TEKNA,2020,33 178 km,Automatique,Électrique,19 060 €
13,NISSAN QASHQAI 3,NISSAN,N-CONNECTA 1.3 DIG-T MHEV 140CH MANUELLE,2023,16 530 km,Manuelle,Hybrides,32 150 €
14,NISSAN NAVARA,NISSAN,2.5 DCI 174 SPORT,2008,239 120 km,Manuelle,Diesel,18 170 €
15,NISSAN X-TRAIL III,NISSAN,1.6 DCI 130 TEKNA,2016,160 102 km,Manuelle,Diesel,15 840 €
16,NISSAN QASHQAI III,NISSAN,1.3 HYBRID 158 TEKNA,2024,1 230 km,Automatique,Essence,45 810 €
0,NISSAN MICRA V,NISSAN,0.9 IG-T 90 ACENTA,2018,59 000 km,Manuelle,Essence,14 130 €
1,NISSAN QASHQAI 2,NISSAN,N-CONNECTA 1.6 DIG-T 163CH MANUELLE,2019,102 968 km,Manuelle,Essence,19 910 €
2,NISSAN X-TRAIL III,NISSAN,1.6 DIG-T 163 CONNECT EDITION,2016,150 263 km,Manuelle,Essence,16 630 €
3,NISSAN QASHQAI phase 2,NISSAN,1.5 DCI 110 ACENTA,2014,145 180 km,Manuelle,Diesel,13 400 €
4,NISSAN QASHQAI III,NISSAN,1.3 MHEV 140 ACENTA,2023,40 704 km,Manuelle,Essence,28 730 €
5,NISSAN PRIMASTAR,NISSAN,2.0 DCI 150 N-CONNECTA,2024,11 km,Manuelle,Diesel,44 450 €
6,NISSAN JUKE II,NISSAN,1.0 DIG-T 114 N-CONNECTA,2022,62 185 km,Manuelle,Essence,20 110 €
7,NISSAN ARIYA,NISSAN,218ch 63kWh ADVANCE,2023,8 480 km,Automatique,Électrique,42 380 €
8,NISSAN LEAF phase 2,NISSAN,109ch 30kWh ACENTA,2018,6 222 km,Automatique,Électrique,17 060 €
9,NISSAN QASHQAI III,NISSAN,1.3 HYBRID 158 TEKNA,2023,28 736 km,Automatique,Essence,32 430 €
10,NISSAN JUKE II,NISSAN,1.0 DIG-T 114 N-CONNECTA,2022,63 341 km,Manuelle,Essence,21 420 €
11,NISSAN JUKE II,NISSAN,1.0 DIG-T 114 TEKNA,2023,11 113 km,Manuelle,Essence,24 660 €
12,NISSAN QASHQAI 3,NISSAN,N-CONNECTA 1.3 DIG-T MHEV 140CH MANUELLE,2023,24 273 km,Manuelle,Hybrides,31 030 €
13,NISSAN QASHQAI II phase 2,NISSAN,1.2 DIG-T 115 TEKNA,2018,102 695 km,Automatique,Essence,18 000 €
14,NISSAN QASHQAI III,NISSAN,1.3 MHEV 140 ACENTA,2023,39 121 km,Manuelle,Essence,28 730 €
15,NISSAN MICRA V,NISSAN,1.0 IG-T 100 BUSINESS EDITION,2021,43 921 km,Manuelle,Essence,16 400 €
16,NISSAN JUKE 2,NISSAN,N-CONNECTA 1.6 HYBRID 143CH AUTOMATIQUE,2024,11 km,Automatique,Hybrides,32 220 €
0,NISSAN MICRA 5,NISSAN,0.9 IG-T 90CH ACENTA,2019,81 840 km,Manuelle,Essence,13 670 €
1,NISSAN NOTE phase 2,NISSAN,1.5 DCI 90 LIFE +,2011,140 541 km,Manuelle,Diesel,9 020 €
2,NISSAN JUKE,NISSAN,1.5 DCI 110 TEKNA,2012,149 673 km,Manuelle,Diesel,13 170 €
3,NISSAN QASHQAI II phase 2,NISSAN,1.2 DIG-T 115 TEKNA,2019,74 779 km,Manuelle,Essence,23 240 €
4,NISSAN QASHQAI II phase 2,NISSAN,1.5 DCI 115 TEKNA+,2022,75 476 km,Automatique,Diesel,27 950 €
5,NISSAN QASHQAI II phase 2,NISSAN,1.5 DCI 115 BUSINESS EDITION,2022,86 477 km,Automatique,Diesel,21 980 €
6,NISSAN QASHQAI III,NISSAN,1.3 MHEV 158 PREMIERE EDITION,2022,29 727 km,Automatique,Essence,34 600 €
7,NISSAN QASHQAI II phase 2,NISSAN,1.2 DIG-T 115 TEKNA,2018,112 627 km,Automatique,Essence,16 920 €
8,NISSAN QASHQAI III,NISSAN,1.3 DIG-T 158 N-CONNECTA,2024,10 710 km,Automatique,Essence,36 870 €
9,NISSAN QASHQAI 3,NISSAN,N-CONNECTA 1.3 DIG-T MHEV 140CH MANUELLE,2023,34 151 km,Manuelle,Hybrides,33 300 €
10,NISSAN JUKE II,NISSAN,1.0 DIG-T 114 N-CONNECTA,2024,3 124 km,Manuelle,Essence,29 400 €
11,NISSAN JUKE 2,NISSAN,N-CONNECTA 1.6 HYBRID 143CH AUTOMATIQUE,2024,12 km,Automatique,Hybrides,33 940 €
12,NISSAN JUKE phase 2,NISSAN,1.5 DCI 110 CONNECT EDITION,2016,127 886 km,Manuelle,Diesel,14 360 €
13,NISSAN QASHQAI II,NISSAN,1.2 DIG-T 115 CONNECT EDITION,2015,102 097 km,Manuelle,Essence,18 410 €
14,NISSAN QASHQAI II phase 2,NISSAN,1.5 DCI 115 N-CONNECTA,2020,121 550 km,Automatique,Diesel,19 120 €
15,NISSAN X-TRAIL III phase 2,NISSAN,1.6 DCI 130 N-CONNECTA,2019,111 931 km,Automatique,Diesel,21 830 €
16,NISSAN QASHQAI II phase 2,NISSAN,1.2 DIG-T 115 N-CONNECTA,2019,112 332 km,Manuelle,Essence,17 190 €
0,NISSAN X-TRAIL III phase 2,NISSAN,1.6 DCI 130 N-CONNECTA,2019,111 931 km,Automatique,Diesel,21 830 €
1,NISSAN QASHQAI II phase 2,NISSAN,1.3 DIG-T 160 N-CONNECTA,2021,52 080 km,Automatique,Essence,26 640 €
2,NISSAN X-TRAIL III phase 2,NISSAN,1.6 DCI 130 TEKNA,2019,140 240 km,Automatique,Diesel,19 390 €
3,NISSAN QASHQAI III,NISSAN,1.3 DIG-T 140 N-CONNECTA,2024,12 km,Manuelle,Hybrides,35 840 €
4,NISSAN JUKE II,NISSAN,1.0 DIG-T 114 N-DESIGN,2024,2 625 km,Manuelle,Essence,28 330 €
5,NISSAN QASHQAI 3,NISSAN,N-CONNECTA 1.3 DIG-T MHEV 140CH MANUELLE,2023,28 324 km,Manuelle,Hybrides,33 590 €
6,NISSAN QASHQAI III,NISSAN,1.3 HYBRID 158 TEKNA,2023,23 616 km,Automatique,Essence,40 190 €
